api_uri,crp_id,cspan_id,domain,dw_nominate,facebook_account,first_name,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,lis_id,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,senate_class,seniority,state,state_rank,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id
https://api.propublica.org/congress/v1/members/R000307.json,N00005285,16354,,,SenPatRoberts,Pat,/m/01_pdv,300083,14852,R000307,,true,Roberts,,S260,,0,0.00,2020,ocd-division/country:us/state:ks,109 Hart Senate Office Building,R,202-224-4774,http://www.roberts.senate.gov/public/index.cfm?a=RSS.Feed,2,21,KS,senior,0,93,SenPatRoberts,http://www.roberts.senate.gov,98.92,26866
https://api.propublica.org/congress/v1/members/R000584.json,N00029441,1020034,www.risch.senate.gov,,,Jim,/m/06y9p0,412322,40902,R000584,,true,Risch,,S323,,0,0.00,2020,ocd-division/country:us/state:id,483 Russell Senate Office Building,R,202-224-2752,,2,9,ID,junior,0,93,SenatorRisch,http://www.risch.senate.gov,98.92,2919
https://api.propublica.org/congress/v1/members/R000595.json,N00030612,87599,www.rubio.senate.gov/public/,,SenatorMarcoRubio,Marco,/m/0dpr5f,412491,41102,R000595,,true,Rubio,,S350,,1,1.08,2022,ocd-division/country:us/state:fl,,R,202-224-3041,http://www.rubio.senate.gov/public/?a=rss.feed,3,7,FL,junior,0,93,SenRubioPress,http://www.rubio.senate.gov,96.74,1601
https://api.propublica.org/congress/v1/members/R000605.json,N00035187,78317,,,SenatorMikeRounds,Mike,/m/020z2p,412669,41505,R000605,,true,Rounds,,S381,,0,0.00,2020,ocd-division/country:us/state:sd,,R,202-224-5842,,2,3,SD,junior,0,93,SenatorRounds,http://www.rounds.senate.gov,98.92,7455
https://api.propublica.org/congress/v1/members/S000033.json,N00000528,994,www.sanders.senate.gov,,senatorsanders,Bernard,/m/01_gbv,400357,29147,S000033,,true,Sanders,,S313,,3,3.23,2018,ocd-division/country:us/state:vt,,I,202-224-5141,https://www.sanders.senate.gov/rss/feeds/?type=all,1,11,VT,junior,0,93,SenSanders,https://www.sanders.senate.gov,91.11,27110
https://api.propublica.org/congress/v1/members/S000148.json,N00001093,5929,www.schumer.senate.gov,,senschumer,Charles,/m/01w74d,300087,14858,S000148,,true,Schumer,,S270,E.,0,0.00,2022,ocd-division/country:us/state:ny,,D,202-224-6542,,3,19,NY,senior,0,93,SenSchumer,https://www.schumer.senate.gov,95.70,26976
https://api.propublica.org/congress/v1/members/S000320.json,N00009920,1859,www.shelby.senate.gov,,RichardShelby,Richard,/m/020yj1,300089,94659,S000320,,true,Shelby,,S184,C.,0,0.00,2022,ocd-division/country:us/state:al,,R,202-224-5744,,3,31,AL,senior,0,93,SenShelby,http://www.shelby.senate.gov,98.92,53266
https://api.propublica.org/congress/v1/members/S000770.json,N00004118,45451,www.stabenow.senate.gov,,,Debbie,/m/01xh64,300093,29732,S000770,,true,Stabenow,,S284,,0,0.00,2018,ocd-division/country:us/state:mi,731 Hart Senate Office Building,D,202-224-4822,,1,17,MI,senior,0,93,SenStabenow,http://www.stabenow.senate.gov,97.85,515
https://api.propublica.org/congress/v1/members/S001141.json,,44441,sessions.senate.gov,,jeffsessions,Jeff,/m/020yjg,300088,49700,S001141,,false,Sessions,,S261,,39,65.00,2020,ocd-division/country:us/state:al,,R,202-224-4124,,2,21,AL,,2,60,SenatorSessions,http://www.sessions.senate.gov/public,90.48,
https://api.propublica.org/congress/v1/members/S001181.json,N00024790,22850,www.shaheen.senate.gov,,SenatorShaheen,Jeanne,/m/01rrm2,412323,40906,S001181,,true,Shaheen,,S324,,0,0.00,2020,ocd-division/country:us/state:nh,506 Hart Senate Office Building,D,202-224-2841,,2,9,NH,senior,0,93,SenatorShaheen,https://www.shaheen.senate.gov,96.77,1663
https://api.propublica.org/congress/v1/members/S001184.json,N00031782,623506,scott.senate.gov,,SenatorTimScott,Tim,/m/0c407g6,412471,21173,S001184,,true,Scott,,S365,,0,0.00,2022,ocd-division/country:us/state:sc,,R,202-224-6121,https://www.scott.senate.gov/rss.xml,3,5,SC,junior,0,93,SenatorTimScott,https://www.scott.senate.gov,98.92,11940
https://api.propublica.org/congress/v1/members/S001194.json,N00028138,87784,,,SenBrianSchatz,Brian,/m/0dd109,412507,41112,S001194,,true,Schatz,,S353,,1,1.08,2022,ocd-division/country:us/state:hi,,D,202-224-3934,http://www.schatz.senate.gov/rss/feeds/?press,3,5,HI,senior,0,93,SenBrianSchatz,http://www.schatz.senate.gov,95.65,17852
https://api.propublica.org/congress/v1/members/S001197.json,N00035544,77429,www.sasse.senate.gov,,SenatorSasse,Ben,/m/0j5wk_6,412671,41503,S001197,,true,Sasse,,S382,,1,1.08,2020,ocd-division/country:us/state:ne,,R,202-224-4224,https://www.sasse.senate.gov/public/?a=rss.feed,2,3,NE,junior,0,93,SenSasse,http://www.sasse.senate.gov/public,97.83,150182
https://api.propublica.org/congress/v1/members/S001198.json,N00035774,1023262,,,SenDanSullivan,Dan,/m/07s4r4q,412665,41500,S001198,,true,Sullivan,,S383,,1,1.08,2020,ocd-division/country:us/state:ak,,R,202-224-3004,,2,3,AK,junior,0,93,SenDanSullivan,https://www.sullivan.senate.gov/,100.00,114964
https://api.propublica.org/congress/v1/members/S001202.json,,9278255,,,,Luther,,412734,,S001202,,true,Strange,,S392,,0,0.00,2020,ocd-division/country:us/state:al,,R,,,2,1,AL,junior,0,33,,,100.00,
https://api.propublica.org/congress/v1/members/T000250.json,N00004572,45552,www.thune.senate.gov,,,John,/m/03ybyn,400546,29754,T000250,,true,Thune,,S303,,0,0.00,2022,ocd-division/country:us/state:sd,,R,202-224-2321,https://www.thune.senate.gov/public/?a=RSS.Feed,3,13,SD,senior,0,93,SenJohnThune,https://www.thune.senate.gov,98.92,398
https://api.propublica.org/congress/v1/members/T000461.json,N00001489,7958,,,senatortoomey,Patrick,/m/02_kk7,400408,29935,T000461,,true,Toomey,,S351,J.,1,1.08,2022,ocd-division/country:us/state:pa,,R,202-224-4254,https://www.toomey.senate.gov/rss/,3,7,PA,junior,0,93,SenToomey,http://www.toomey.senate.gov,97.83,24096
https://api.propublica.org/congress/v1/members/T000464.json,N00027605,1020176,www.tester.senate.gov,,senatortester,Jon,/m/066cdp,412244,40702,T000464,,true,Tester,,S314,,0,0.00,2018,ocd-division/country:us/state:mt,311 Hart Senate Office Building,D,202-224-2644,https://www.tester.senate.gov/rss/,1,11,MT,senior,0,93,SenatorTester,http://www.tester.senate.gov,87.10,20928
https://api.propublica.org/congress/v1/members/T000476.json,N00035492,77055,www.tillis.senate.gov,,SenatorThomTillis,Thom,/m/0fq0395,412668,41504,T000476,,true,Tillis,,S384,,5,5.38,2020,ocd-division/country:us/state:nc,,R,202-224-6342,,2,3,NC,junior,0,93,senthomtillis,https://www.tillis.senate.gov/public/index.cfm/home,100.00,57717
https://api.propublica.org/congress/v1/members/U000039.json,N00006561,10075,,,senatortomudall,Tom,/m/033t35,400413,29924,U000039,,true,Udall,,S326,,1,1.08,2020,ocd-division/country:us/state:nm,531 Hart Senate Office Building,D,202-224-6621,http://www.tomudall.senate.gov/rss/,2,10,NM,senior,0,93,SenatorTomUdall,http://www.tomudall.senate.gov,89.13,22658
https://api.propublica.org/congress/v1/members/V000128.json,N00013820,20756,www.vanhollen.senate.gov,,chrisvanhollen,Chris,/m/025kb5,400415,20330,V000128,,true,Van Hollen,,S390,,0,0.00,2022,ocd-division/country:us/state:md,,D,202-224-4654,,3,1,MD,junior,0,93,ChrisVanHollen,https://www.vanhollen.senate.gov,96.77,6098
https://api.propublica.org/congress/v1/members/W000437.json,N00003280,18203,www.wicker.senate.gov,,SenatorWicker,Roger,/m/025xxb,400432,29534,W000437,,true,Wicker,,S318,,0,0.00,2018,ocd-division/country:us/state:ms,555 Dirksen Senate Office Building,R,202-224-6253,,1,11,MS,junior,0,93,SenatorWicker,https://www.wicker.senate.gov,96.77,21926
https://api.propublica.org/congress/v1/members/W000779.json,N00007724,1962,www.wyden.senate.gov,,,Ron,/m/0178p9,300100,14871,W000779,,true,Wyden,,S247,,0,0.00,2022,ocd-division/country:us/state:or,,D,202-224-5244,,3,22,OR,senior,1,93,RonWyden,https://www.wyden.senate.gov,91.40,27036
https://api.propublica.org/congress/v1/members/W000802.json,N00027533,92235,www.whitehouse.senate.gov,,SenatorWhitehouse,Sheldon,/m/07qw94,412247,40704,W000802,,true,Whitehouse,,S316,,0,0.00,2018,ocd-division/country:us/state:ri,,D,202-224-2921,https://www.whitehouse.senate.gov/rss/feeds/?type=all&amp;cachebuster=1,1,11,RI,junior,0,93,SenWhitehouse,https://www.whitehouse.senate.gov,97.85,2572
https://api.propublica.org/congress/v1/members/W000805.json,N00002097,7630,www.warner.senate.gov/public/,,MarkRWarner,Mark,/m/024mm1,412321,40909,W000805,,true,Warner,,S327,,3,3.23,2020,ocd-division/country:us/state:va,703 Hart Senate Office Building,D,202-224-2023,http://www.warner.senate.gov/public/?a=RSS.TaggedFeed&amp;Type=PressReleases,2,9,VA,senior,0,93,MarkWarner,http://www.warner.senate.gov,85.56,535
https://api.propublica.org/congress/v1/members/W000817.json,N00033492,1023023,www.warren.senate.gov,,senatorelizabethwarren,Elizabeth,/m/01qh39,412542,41301,W000817,,true,Warren,,S366,,0,0.00,2018,ocd-division/country:us/state:ma,,D,202-224-4543,https://www.warren.senate.gov/rss/,1,5,MA,senior,0,93,SenWarren,https://www.warren.senate.gov,91.40,141272
https://api.propublica.org/congress/v1/members/Y000064.json,N00030670,1033743,www.young.senate.gov,,SenatorToddYoung,Todd,/m/0ds030m,412428,21133,Y000064,,true,Young,,S391,,0,0.00,2022,ocd-division/country:us/state:in,,R,202-224-5623,,3,1,IN,junior,0,93,RepToddYoung,https://www.young.senate.gov,100.00,120345
