contact_form,crp_id,cspan_id,district,domain,fax,first_name,govtrack_id,icpsr_id,member_id,in_office,last_name,leadership_role,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,seniority,state,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account
,N00031064,95125.0,6,,202-225-8440,Ryan,412651.0,21547.0,C001106,True,Costello,,,1.0,0.39,2018,ocd-division/country:us/state:pa/cd:6,326 Cannon House Office Building,R,202-225-4315,4,PA,0.0,259.0,RepRyanCostello,https://costello.house.gov,93.02,133557.0,
,N00035403,70472.0,26,curbelo.house.gov,,Carlos,412621.0,21512.0,C001107,True,Curbelo,,,5.0,1.93,2018,ocd-division/country:us/state:fl/cd:26,1404 Longworth House Office Building,R,202-225-2778,4,FL,0.0,259.0,RepCurbelo,http://curbelo.house.gov,88.19,137676.0,
,N00038260,76619.0,1,comer.house.gov,,James,412676.0,21565.0,C001108,True,Comer,,,3.0,1.16,2018,ocd-division/country:us/state:ky/cd:1,1513 Longworth House Office Building,R,202-225-3115,4,KY,0.0,259.0,,https://comer.house.gov,96.88,35169.0,
,N00035504,86147.0,1,cheney.house.gov,,Liz,412732.0,,C001109,True,Cheney,,,1.0,0.39,2018,ocd-division/country:us/state:wy/cd:1,416 Cannon House Office Building,R,202-225-2311,2,WY,0.0,259.0,RepLizCheney,https://cheney.house.gov,98.06,145932.0,
,N00037260,46310.0,46,correa.house.gov,,J.,412688.0,,C001110,True,Correa,,Luis,3.0,1.16,2018,ocd-division/country:us/state:ca/cd:46,1039 Longworth House Office Building,D,202-225-2965,2,CA,0.0,259.0,,https://correa.house.gov,92.19,9732.0,
,N00002942,7960.0,13,crist.house.gov,,Charlie,412697.0,,C001111,True,Crist,,,4.0,1.54,2018,ocd-division/country:us/state:fl/cd:13,427 Cannon House Office Building,D,202-225-5961,2,FL,0.0,259.0,repcharliecrist,https://crist.house.gov,91.37,24311.0,
,N00037015,104728.0,24,carbajal.house.gov,,Salud,412686.0,,C001112,True,Carbajal,,,0.0,0.0,2018,ocd-division/country:us/state:ca/cd:24,212 Cannon House Office Building,D,202-225-3601,2,CA,0.0,259.0,RepCarbajal,https://carbajal.house.gov,93.82,81569.0,
,N00004884,44325.0,7,www.davis.house.gov,202-225-5641,Danny,400093.0,29717.0,D000096,True,Davis,,K.,41.0,15.83,2018,ocd-division/country:us/state:il/cd:7,2159 Rayburn House Office Building,D,202-225-5006,22,IL,0.0,259.0,RepDannyDavis,https://davis.house.gov,95.87,233.0,dannykdavis07
,N00007781,6068.0,4,www.defazio.house.gov,,Peter,400100.0,15410.0,D000191,True,DeFazio,,A.,3.0,1.16,2018,ocd-division/country:us/state:or/cd:4,2134 Rayburn House Office Building,D,202-225-6416,32,OR,2.0,259.0,RepPeterDeFazio,http://defazio.house.gov,91.8,27037.0,PeterDeFazio
,N00006134,90293.0,1,degette.house.gov,202-225-5657,Diana,400101.0,29710.0,D000197,True,DeGette,,,3.0,1.16,2018,ocd-division/country:us/state:co/cd:1,2111 Rayburn House Office Building,D,202-225-4431,22,CO,0.0,259.0,RepDianaDeGette,http://degette.house.gov,95.7,561.0,RepDianaDeGette
,N00000615,19040.0,3,delauro.house.gov,202-225-4890,Rosa,400103.0,29109.0,D000216,True,DeLauro,,,2.0,0.77,2018,ocd-division/country:us/state:ct/cd:3,2413 Rayburn House Office Building,D,202-225-3661,28,CT,0.0,259.0,RosaDeLauro,https://delauro.house.gov,95.33,26788.0,rosadelauro
,N00006023,36810.0,35,doggett.house.gov,202-225-3073,Lloyd,400111.0,29571.0,D000399,True,Doggett,,,3.0,1.16,2018,ocd-division/country:us/state:tx/cd:35,2307 Rayburn House Office Building,D,202-225-4865,24,TX,0.0,259.0,RepLloydDoggett,https://doggett.house.gov,94.53,21689.0,doggett
,N00001373,36774.0,14,doyle.house.gov,202-225-3084,Mike,400114.0,29561.0,D000482,True,Doyle,,,1.0,0.39,2018,ocd-division/country:us/state:pa/cd:14,239 Cannon House Office Building,D,202-225-2135,24,PA,0.0,259.0,USRepMikeDoyle,http://doyle.house.gov,94.57,21853.0,CongressmanDoyle
,N00003209,6114.0,2,duncan.house.gov,202-225-6440,John,400116.0,15455.0,D000533,True,Duncan Jr.,,J.,9.0,3.47,2018,ocd-division/country:us/state:tn/cd:2,2207 Rayburn House Office Building,R,202-225-5435,32,TN,0.0,259.0,RepJohnDuncanJr,http://duncan.house.gov,93.6,27069.0,RepJohnDuncan
,N00009604,85595.0,53,house.gov/susandavis,202-225-2948,Susan,400097.0,20108.0,D000598,True,Davis,,A.,23.0,8.88,2018,ocd-division/country:us/state:ca/cd:53,1214 Longworth House Office Building,D,202-225-2040,18,CA,0.0,259.0,RepSusanDavis,https://susandavis.house.gov,94.07,8168.0,
,N00025337,1003562.0,25,mariodiazbalart.house.gov,202-225-8576,Mario,400108.0,20316.0,D000600,True,Diaz-Balart,,,4.0,1.54,2018,ocd-division/country:us/state:fl/cd:25,440 Cannon House Office Building,R,202-225-4211,16,FL,0.0,259.0,MarioDB,http://mariodiazbalart.house.gov,95.29,24312.0,MarioDiazBalart
,N00026171,1011395.0,15,dent.house.gov,202-226-0778,Charlie,400648.0,20526.0,D000604,True,Dent,,,2.0,0.77,2018,ocd-division/country:us/state:pa/cd:15,2082 Rayburn House Office Building,R,202-225-6411,14,PA,0.0,259.0,RepCharlieDent,https://dent.house.gov,96.5,9121.0,CongressmanDent
,N00031317,9267613.0,22,teddeutch.house.gov,202-225-5974,Ted,412385.0,20959.0,D000610,True,Deutch,,,28.0,10.81,2018,ocd-division/country:us/state:fl/cd:22,2447 Rayburn House Office Building,D,202-225-3001,10,FL,0.0,259.0,RepTedDeutch,http://teddeutch.house.gov,94.81,67151.0,congressmanteddeutch
,N00031593,623287.0,10,denham.house.gov,202-225-3402,Jeffrey,412403.0,21109.0,D000612,True,Denham,,,2.0,0.77,2018,ocd-division/country:us/state:ca/cd:10,1730 Longworth House Office Building,R,202-225-4540,8,CA,0.0,259.0,RepJeffDenham,http://denham.house.gov,94.16,28769.0,repjeffdenham
,N00030967,623570.0,7,duffy.house.gov,202-225-3240,Sean,412488.0,21189.0,D000614,True,Duffy,,,16.0,6.18,2018,ocd-division/country:us/state:wi/cd:7,2330 Rayburn House Office Building,R,202-225-3365,8,WI,0.0,259.0,RepSeanDuffy,https://duffy.house.gov,94.65,126238.0,RepSeanDuffy
,N00030752,62713.0,3,jeffduncan.house.gov,202-225-3216,Jeffrey,412472.0,21174.0,D000615,True,Duncan,,,20.0,7.72,2018,ocd-division/country:us/state:sc/cd:3,2229 Rayburn House Office Building,R,202-225-5301,8,SC,0.0,259.0,RepJeffDuncan,http://jeffduncan.house.gov,97.07,47967.0,congjeffduncan
,N00030957,623517.0,4,desjarlais.house.gov,202-226-5172,Scott,412477.0,21179.0,D000616,True,DesJarlais,,,7.0,2.7,2018,ocd-division/country:us/state:tn/cd:4,2301 Rayburn House Office Building,R,202-225-6831,8,TN,0.0,259.0,DesJarlaisTN04,https://desjarlais.house.gov,96.83,123473.0,ScottDesJarlaisTN04
,N00030693,1033929.0,1,delbene.house.gov,202-226-1606,Suzan,412505.0,31101.0,D000617,True,DelBene,,K.,2.0,0.77,2018,ocd-division/country:us/state:wa/cd:1,2442 Rayburn House Office Building,D,202-225-6311,8,WA,0.0,259.0,RepDelBene,https://delbene.house.gov,93.77,126272.0,
,N00034784,68337.0,13,rodneydavis.house.gov,217-791-6168,Rodney,412536.0,21328.0,D000619,True,Davis,,,9.0,3.47,2018,ocd-division/country:us/state:il/cd:13,1740 Longworth House Office Building,R,202-225-2371,6,IL,0.0,259.0,RodneyDavis,http://rodneydavis.house.gov,94.4,9622.0,RepRodneyDavis
,N00033897,68432.0,6,delaney.house.gov,202-225-2193,John,412544.0,21334.0,D000620,True,Delaney,,,5.0,1.93,2018,ocd-division/country:us/state:md/cd:6,1632 Longworth House Office Building,D,202-225-2721,6,MD,0.0,259.0,RepJohnDelaney,http://delaney.house.gov,94.09,135143.0,repjohndelaney
,N00034746,79744.0,6,desantis.house.gov,202-226-6299,Ron,412526.0,21318.0,D000621,True,DeSantis,,,0.0,0.0,2018,ocd-division/country:us/state:fl/cd:6,1524 Longworth House Office Building,R,202-225-2706,2,FL,0.0,259.0,RepDeSantis,http://desantis.house.gov,94.21,137630.0,RepRonDeSantis
,N00030709,61736.0,11,,202-225-5609,Mark,412613.0,21504.0,D000623,True,DeSaulnier,,,2.0,0.77,2018,ocd-division/country:us/state:ca/cd:11,115 Cannon House Office Building,D,202-225-2095,4,CA,0.0,259.0,RepDeSaulnier,https://desaulnier.house.gov,93.77,,
,N00036149,20818.0,12,,202-226-0371,Debbie,412637.0,21529.0,D000624,True,Dingell,,,6.0,2.32,2018,ocd-division/country:us/state:mi/cd:12,116 Cannon House Office Building,D,202-225-4071,4,MI,0.0,259.0,RepDebDingell,https://debbiedingell.house.gov,96.44,152482.0,
,N00036928,74763.0,11,donovan.house.gov,,Daniel,412672.0,,D000625,True,Donovan,,M.,0.0,0.0,2018,ocd-division/country:us/state:ny/cd:11,1541 Longworth House Office Building,R,202-225-3371,4,NY,0.0,259.0,RepDanDonovan,https://donovan.house.gov,96.53,127760.0,
,N00038767,102555.0,8,davidson.house.gov,,Warren,412675.0,21564.0,D000626,True,Davidson,,,2.0,0.77,2018,ocd-division/country:us/state:oh/cd:8,1004 Longworth House Office Building,R,202-225-6205,4,OH,0.0,259.0,WarrenDavidson,https://davidson.house.gov,97.28,166760.0,
,N00033449,623713.0,10,demings.house.gov,,Val,412696.0,,D000627,True,Demings,,,5.0,1.93,2018,ocd-division/country:us/state:fl/cd:10,238 Cannon House Office Building,D,202-225-2176,2,FL,0.0,259.0,RepValDemings,https://demings.house.gov,95.28,137637.0,
,N00037442,104529.0,2,dunn.house.gov,,Neal,412691.0,,D000628,True,Dunn,,,2.0,0.77,2018,ocd-division/country:us/state:fl/cd:2,423 Cannon House Office Building,R,202-225-5235,2,FL,0.0,259.0,drnealdunnfl2,https://dunn.house.gov,98.44,166297.0,
,N00001003,6109.0,16,engel.house.gov,202-225-5513,Eliot,400122.0,15603.0,E000179,True,Engel,,L.,10.0,3.86,2018,ocd-division/country:us/state:ny/cd:16,2462 Rayburn House Office Building,D,202-225-2464,30,NY,0.0,259.0,RepEliotEngel,https://engel.house.gov,95.98,26972.0,engel2161
,N00007335,26130.0,18,eshoo.house.gov,202-225-8890,Anna,400124.0,29312.0,E000215,True,Eshoo,,G.,0.0,0.0,2018,ocd-division/country:us/state:ca/cd:18,241 Cannon House Office Building,D,202-225-8104,26,CA,0.0,259.0,RepAnnaEshoo,http://eshoo.house.gov,95.37,26741.0,RepAnnaEshoo
,N00028257,1022556.0,5,ellison.house.gov,202-225-4886,Keith,412215.0,20727.0,E000288,True,Ellison,,,11.0,4.25,2018,ocd-division/country:us/state:mn/cd:5,2263 Rayburn House Office Building,D,202-225-4755,12,MN,0.0,259.0,KeithEllison,https://ellison.house.gov,92.34,38982.0,RepKeithEllison
,N00033217,1020906.0,5,esty.house.gov,202-225-5933,Elizabeth,412524.0,21316.0,E000293,True,Esty,,,0.0,0.0,2018,ocd-division/country:us/state:ct/cd:5,221 Cannon House Office Building,D,202-225-4476,6,CT,0.0,256.0,RepEsty,https://esty.house.gov,95.31,72826.0,RepEsty
,N00035440,75567.0,6,,202-225-6475,Tom,412639.0,21531.0,E000294,True,Emmer,,,4.0,1.54,2018,ocd-division/country:us/state:mn/cd:6,315 Cannon House Office Building,R,202-225-2331,4,MN,0.0,259.0,RepTomEmmer,https://emmer.house.gov,97.65,38894.0,
,N00038450,56729.0,2,evans.house.gov,,Dwight,412677.0,21566.0,E000296,True,Evans,,,7.0,2.7,2018,ocd-division/country:us/state:pa/cd:2,1105 Longworth House Office Building,D,202-225-4001,4,PA,1.0,259.0,,https://evans.house.gov,94.44,9128.0,
,N00034549,68413.0,13,espaillat.house.gov,202-225-0816,Adriano,412718.0,,E000297,True,Espaillat,,,1.0,0.39,2018,ocd-division/country:us/state:ny/cd:13,1630 Longworth House Office Building,D,202-225-4365,2,NY,0.0,259.0,RepEspaillat,https://espaillat.house.gov,95.35,14379.0,
,,,4,,,Ron,,,E000298,True,Estes,,,0.0,0.0,2018,ocd-division/country:us/state:ks/cd:4,,R,,2,KS,0.0,35.0,,,97.14,,
,N00000684,37781.0,11,frelinghuysen.house.gov,202-225-3186,Rodney,400142.0,29541.0,F000372,True,Frelinghuysen,,,2.0,0.77,2018,ocd-division/country:us/state:nj/cd:11,2306 Rayburn House Office Building,R,202-225-5034,24,NJ,0.0,259.0,USRepRodney,https://frelinghuysen.house.gov,98.44,22177.0,RepFrelinghuysen
,N00006423,1003550.0,8,franks.house.gov,202-225-6328,Trent,400141.0,20304.0,F000448,True,Franks,,,5.0,1.93,2018,ocd-division/country:us/state:az/cd:8,2435 Rayburn House Office Building,R,202-225-4576,16,AZ,0.0,259.0,RepTrentFranks,https://franks.house.gov,94.88,28399.0,
,N00026631,1013049.0,1,fortenberry.house.gov,202-225-5686,Jeff,400640.0,20518.0,F000449,True,Fortenberry,,,7.0,2.7,2018,ocd-division/country:us/state:ne/cd:1,1514 Longworth House Office Building,R,202-225-4806,14,NE,0.0,259.0,JeffFortenberry,https://fortenberry.house.gov,98.02,41929.0,JeffFortenberry
,N00026166,1013052.0,5,foxx.house.gov,202-225-2995,Virginia,400643.0,20521.0,F000450,True,Foxx,,,0.0,0.0,2018,ocd-division/country:us/state:nc/cd:5,2262 Rayburn House Office Building,R,202-225-2071,12,NC,0.0,259.0,VirginiaFoxx,http://foxx.house.gov,94.21,6051.0,repvirginiafoxx
,N00029139,1027346.0,11,foster.house.gov,202-225-9420,Bill,412257.0,20749.0,F000454,True,Foster,,,0.0,0.0,2018,ocd-division/country:us/state:il/cd:11,1224 Longworth House Office Building,D,202-225-3515,6,IL,0.0,259.0,RepBillFoster,http://foster.house.gov,94.98,101632.0,RepBillFoster
,N00030490,1030928.0,11,fudge.house.gov,202-225-1339,Marcia,412327.0,20941.0,F000455,True,Fudge,,L.,10.0,3.86,2018,ocd-division/country:us/state:oh/cd:11,2344 Rayburn House Office Building,D,202-225-7032,12,OH,0.0,259.0,RepMarciaFudge,https://fudge.house.gov,93.17,110640.0,marcialfudge
,N00030815,95146.0,3,fleischmann.house.gov,202-225-3494,Chuck,412476.0,21178.0,F000459,True,Fleischmann,,,0.0,0.0,2018,ocd-division/country:us/state:tn/cd:3,2410 Rayburn House Office Building,R,202-225-3271,8,TN,0.0,259.0,RepChuck,http://fleischmann.house.gov,98.07,123456.0,repchuck
,N00031672,95180.0,27,farenthold.house.gov,202-226-1134,Blake,412482.0,21184.0,F000460,True,Farenthold,,,1.0,0.39,2018,ocd-division/country:us/state:tx/cd:27,2331 Rayburn House Office Building,R,202-225-7742,8,TX,0.0,259.0,Farenthold,http://farenthold.house.gov,96.9,116919.0,BlakeFarenthold
,N00031545,623540.0,17,flores.house.gov,202-225-0350,Bill,412480.0,21182.0,F000461,True,Flores,,,1.0,0.39,2018,ocd-division/country:us/state:tx/cd:17,2440 Rayburn House Office Building,R,202-225-6105,8,TX,0.0,259.0,RepBillFlores,http://flores.house.gov,94.57,116906.0,RepBillFlores
,N00002893,623714.0,21,frankel.house.gov,561-998-9048,Lois,412529.0,21321.0,F000462,True,Frankel,,,26.0,10.04,2018,ocd-division/country:us/state:fl/cd:21,1037 Longworth House Office Building,D,202-225-9890,6,FL,0.0,259.0,RepLoisFrankel,http://frankel.house.gov,96.14,8102.0,reploisfrankel
,N00037288,1021406.0,19,faso.house.gov,202-225-1168,John,412719.0,,F000464,True,Faso,,,5.0,1.93,2018,ocd-division/country:us/state:ny/cd:19,1616 Longworth House Office Building,R,202-225-5614,2,NY,0.0,259.0,RepJohnFaso,https://faso.house.gov,92.91,4311.0,
,N00039090,104731.0,3,ferguson.house.gov,,A.,412700.0,,F000465,True,Ferguson,,Drew,2.0,0.77,2018,ocd-division/country:us/state:ga/cd:3,1032 Longworth House Office Building,R,202-225-5901,2,GA,0.0,259.0,RepDrewFerguson,https://ferguson.house.gov,97.67,168132.0,
,N00038779,103537.0,8,brianfitzpatrick.house.gov,,Brian,412721.0,,F000466,True,Fitzpatrick,,,2.0,0.77,2018,ocd-division/country:us/state:pa/cd:8,514 Cannon House Office Building,R,202-225-4276,2,PA,0.0,259.0,repbrianfitz,https://brianfitzpatrick.house.gov,87.94,167708.0,
,N00009154,27025.0,6,goodlatte.house.gov,202-225-9681,Robert,400154.0,39308.0,G000289,True,Goodlatte,,W.,2.0,0.77,2018,ocd-division/country:us/state:va/cd:6,2309 Rayburn House Office Building,R,202-225-5431,26,VA,0.0,259.0,RepGoodlatte,https://goodlatte.house.gov,98.05,27116.0,RepBobGoodlatte
,N00008799,45709.0,12,kaygranger.house.gov,202-225-5683,Kay,400157.0,29762.0,G000377,True,Granger,,,0.0,0.0,2018,ocd-division/country:us/state:tx/cd:12,1026 Longworth House Office Building,R,202-225-5071,22,TX,0.0,259.0,RepKayGranger,http://kaygranger.house.gov,98.07,334.0,RepKayGranger
,N00005870,26156.0,29,green.house.gov,202-225-9903,Gene,400160.0,39304.0,G000410,True,Green,,,7.0,2.7,2018,ocd-division/country:us/state:tx/cd:29,2470 Rayburn House Office Building,D,202-225-1688,26,TX,0.0,259.0,RepGeneGreen,https://green.house.gov,91.67,27100.0,RepGeneGreen
,N00004874,23476.0,4,gutierrez.house.gov,202-225-7810,Luis,400163.0,29348.0,G000535,True,Gutiérrez,,V.,39.0,15.06,2018,ocd-division/country:us/state:il/cd:4,2408 Rayburn House Office Building,D,202-225-8203,26,IL,0.0,259.0,LuisGutierrez,https://gutierrez.house.gov,91.82,26841.0,repluisgutierrez
,N00013323,89873.0,6,graves.house.gov,202-225-8221,Sam,400158.0,20124.0,G000546,True,Graves,,,0.0,0.0,2018,ocd-division/country:us/state:mo/cd:6,1135 Longworth House Office Building,R,202-225-7041,18,MO,0.0,259.0,RepSamGraves,https://graves.house.gov,95.37,9425.0,
,N00025284,1003551.0,3,grijalva.house.gov,202-225-1541,Raúl,400162.0,20305.0,G000551,True,Grijalva,,M.,23.0,8.88,2018,ocd-division/country:us/state:az/cd:3,1511 Longworth House Office Building,D,202-225-2435,16,AZ,2.0,259.0,RepraulGrijalva,https://grijalva.house.gov,94.49,28253.0,raulgrijalvaaz07
,N00026148,1011394.0,1,gohmert.house.gov,202-226-1230,Louie,400651.0,20527.0,G000552,True,Gohmert,,,14.0,5.41,2018,ocd-division/country:us/state:tx/cd:1,2243 Rayburn House Office Building,R,202-225-3035,14,TX,0.0,259.0,RepLouieGohmert,https://gohmert.house.gov,95.1,50029.0,GohmertTX01
,N00026686,1012969.0,9,algreen.house.gov,202-225-2947,Al,400653.0,20529.0,G000553,True,Green,,,8.0,3.09,2018,ocd-division/country:us/state:tx/cd:9,2347 Rayburn House Office Building,D,202-225-7508,14,TX,0.0,259.0,RepAlGreen,http://algreen.house.gov,93.23,49680.0,RepAlGreen
,N00029675,1031343.0,2,guthrie.house.gov,202-226-2019,Brett,412278.0,20916.0,G000558,True,Guthrie,,,0.0,0.0,2018,ocd-division/country:us/state:ky/cd:2,2434 Rayburn House Office Building,R,202-225-3501,10,KY,0.0,259.0,RepGuthrie,https://guthrie.house.gov,98.46,18829.0,BrettGuthrie
,N00030856,18413.0,3,garamendi.house.gov,202-225-5914,John,412382.0,20958.0,G000559,True,Garamendi,,,4.0,1.54,2018,ocd-division/country:us/state:ca/cd:3,2438 Rayburn House Office Building,D,202-225-1880,10,CA,0.0,259.0,RepGaramendi,http://garamendi.house.gov,94.9,29664.0,garamendiCA10
,N00030788,11519.0,14,tomgraves.house.gov,202-225-8272,Tom,412388.0,20962.0,G000560,True,Graves,,,1.0,0.39,2018,ocd-division/country:us/state:ga/cd:14,2078 Rayburn House Office Building,R,202-225-5211,10,GA,0.0,259.0,RepTomGraves,http://tomgraves.house.gov,93.8,31969.0,CongressmanGraves
,N00031128,1033844.0,7,gibbs.house.gov,202-225-3394,Bob,412463.0,21165.0,G000563,True,Gibbs,,,2.0,0.77,2018,ocd-division/country:us/state:oh/cd:7,2446 Rayburn House Office Building,R,202-225-6265,8,OH,0.0,259.0,RepBobGibbs,https://gibbs.house.gov,94.55,45466.0,RepBobGibbs
,N00030771,62470.0,4,gosar.house.gov,202-226-9739,Paul,412397.0,21103.0,G000565,True,Gosar,,,7.0,2.7,2018,ocd-division/country:us/state:az/cd:4,2057 Rayburn House Office Building,R,202-225-2315,8,AZ,0.0,259.0,RepGosar,http://gosar.house.gov,93.65,123491.0,repgosar
,N00030880,9268950.0,4,gowdy.house.gov,202-226-1177,Trey,412473.0,21175.0,G000566,True,Gowdy,,,1.0,0.39,2018,ocd-division/country:us/state:sc/cd:4,2418 Rayburn House Office Building,R,202-225-6030,8,SC,0.0,259.0,TGowdySC,https://gowdy.house.gov,98.06,121782.0,TGowdySC
,N00032029,62766.0,9,morgangriffith.house.gov,202-225-0076,Morgan,412485.0,21191.0,G000568,True,Griffith,,,1.0,0.39,2018,ocd-division/country:us/state:va/cd:9,2202 Rayburn House Office Building,R,202-225-3861,8,VA,1.0,259.0,RepMGriffith,http://morgangriffith.house.gov,93.8,5148.0,RepMorganGriffith
,N00033281,1025291.0,2,gabbard.house.gov,202-225-4987,Tulsi,412532.0,21324.0,G000571,True,Gabbard,,,5.0,1.93,2018,ocd-division/country:us/state:hi/cd:2,1433 Longworth House Office Building,D,202-225-4906,6,HI,0.0,259.0,TulsiPress,https://gabbard.house.gov,91.34,129306.0,tulsipress
,N00036097,77233.0,7,,,Ruben,412612.0,21502.0,G000574,True,Gallego,,,24.0,9.27,2018,ocd-division/country:us/state:az/cd:7,1218 Longworth House Office Building,D,202-225-4065,4,AZ,0.0,259.0,RepRubenGallego,https://rubengallego.house.gov,93.19,,
,N00036409,77282.0,6,grothman.house.gov,202-225-2356,Glenn,412661.0,21559.0,G000576,True,Grothman,,,9.0,3.47,2018,ocd-division/country:us/state:wi/cd:6,1217 Longworth House Office Building,R,202-225-2476,4,WI,0.0,259.0,RepGrothman,http://grothman.house.gov,95.2,3493.0,
,N00036135,9274609.0,6,,202-225-7313,Garret,412631.0,21523.0,G000577,True,Graves,,,3.0,1.16,2018,ocd-division/country:us/state:la/cd:6,430 Cannon House Office Building,R,202-225-3901,4,LA,0.0,259.0,RepGarretGraves,https://garretgraves.house.gov,94.14,155424.0,
,N00039503,104528.0,1,gaetz.house.gov,,Matt,412690.0,,G000578,True,Gaetz,,,2.0,0.77,2018,ocd-division/country:us/state:fl/cd:1,507 Cannon House Office Building,R,202-225-4136,2,FL,0.0,259.0,RepMattGaetz,https://gaetz.house.gov,91.44,117101.0,
,N00039330,104067.0,8,gallagher.house.gov,,Mike,412731.0,,G000579,True,Gallagher,,,5.0,1.93,2018,ocd-division/country:us/state:wi/cd:8,1007 Longworth House Office Building,R,202-225-5665,2,WI,0.0,259.0,RepGallagher,https://gallagher.house.gov,94.09,171843.0,
,N00038847,103625.0,5,tomgarrett.house.gov,,Thomas,412729.0,,G000580,True,Garrett,,,2.0,0.77,2018,ocd-division/country:us/state:va/cd:5,415 Cannon House Office Building,R,202-225-4711,2,VA,0.0,259.0,Rep_Tom_Garrett,https://tomgarrett.house.gov,95.72,134493.0,
,N00038809,103568.0,15,gonzalez.house.gov,,Vicente,412725.0,,G000581,True,Gonzalez,,,9.0,3.47,2018,ocd-division/country:us/state:tx/cd:15,113 Cannon House Office Building,D,202-225-2531,2,TX,0.0,259.0,RepGonzalez,https://gonzalez.house.gov,94.8,166483.0,
,N00037615,67353.0,80,gonzalez-colon.house.gov,,Jenniffer,412723.0,,G000582,True,González-Colón,,,,,2018,ocd-division/country:us/state:pr/cd:80,,R,,2,PR,,,repjenniffer,https://gonzalez-colon.house.gov,,,
,N00036944,9275683.0,5,gottheimer.house.gov,,Josh,412714.0,,G000583,True,Gottheimer,,,0.0,0.0,2018,ocd-division/country:us/state:nj/cd:5,213 Cannon House Office Building,D,202-225-4465,2,NJ,0.0,259.0,RepJoshG,https://gottheimer.house.gov,85.71,169202.0,
,N00002884,1858.0,20,www.alceehastings.house.gov,202-225-1171,Alcee,400170.0,29337.0,H000324,True,Hastings,,L.,6.0,2.32,2018,ocd-division/country:us/state:fl/cd:20,2353 Rayburn House Office Building,D,202-225-1313,26,FL,0.0,259.0,RepHastingsFL,http://alceehastings.house.gov,94.47,26798.0,RepAlceeHastings
,N00001821,1919.0,5,hoyer.house.gov,202-225-4300,Steny,400189.0,14873.0,H000874,True,Hoyer,,H.,14.0,5.41,2018,ocd-division/country:us/state:md/cd:5,1705 Longworth House Office Building,D,202-225-4131,38,MD,0.0,259.0,WhipHoyer,https://hoyer.house.gov,96.33,26890.0,LeaderHoyer
,N00024922,1003619.0,5,hensarling.house.gov,202-226-4888,Jeb,400175.0,20352.0,H001036,True,Hensarling,,,6.0,2.32,2018,ocd-division/country:us/state:tx/cd:5,2228 Rayburn House Office Building,R,202-225-3484,16,TX,0.0,259.0,RepHensarling,http://hensarling.house.gov,98.42,49827.0,repjebhensarling
,N00027060,1013050.0,26,higgins.house.gov,202-226-0347,Brian,400641.0,20519.0,H001038,True,Higgins,,,11.0,4.25,2018,ocd-division/country:us/state:ny/cd:26,2459 Rayburn House Office Building,D,202-225-3306,12,NY,0.0,259.0,RepBrianHiggins,http://higgins.house.gov,96.77,23127.0,CongressmanHiggins
,N00029632,1031347.0,3,harper.house.gov,202-225-5797,Gregg,412280.0,20925.0,H001045,True,Harper,,,1.0,0.39,2018,ocd-division/country:us/state:ms/cd:3,2227 Rayburn House Office Building,R,202-225-5031,10,MS,0.0,259.0,GreggHarper,http://harper.house.gov,98.45,101985.0,congressmanharper
,N00029070,1031341.0,4,himes.house.gov,202-225-9629,Jim,412282.0,20907.0,H001047,True,Himes,,,5.0,1.93,2018,ocd-division/country:us/state:ct/cd:4,1227 Longworth House Office Building,D,202-225-5541,10,CT,0.0,259.0,JAHimes,https://himes.house.gov,93.31,106744.0,congressmanhimes
,N00029258,1032398.0,50,hunter.house.gov,202-225-0235,Duncan,412283.0,20963.0,H001048,True,Hunter,,D.,6.0,2.32,2018,ocd-division/country:us/state:ca/cd:50,2429 Rayburn House Office Building,R,202-225-5672,10,CA,0.0,259.0,Rep_Hunter,https://hunter.house.gov,96.84,104308.0,CongressmanHunter
,N00025881,61258.0,1,hanabusa.house.gov,202-225-0688,Colleen,412418.0,21124.0,H001050,True,Hanabusa,,,2.0,0.77,2018,ocd-division/country:us/state:hi/cd:1,422 Cannon House Office Building,D,202-225-2726,4,HI,0.0,259.0,RepHanabusa,https://hanabusa.house.gov,96.5,17745.0,rephanabusa
,N00029147,1033464.0,1,harris.house.gov,202-225-0254,Andy,412434.0,21139.0,H001052,True,Harris,,,15.0,5.79,2018,ocd-division/country:us/state:md/cd:1,1533 Longworth House Office Building,R,202-225-5311,8,MD,0.0,259.0,RepAndyHarrisMD,http://harris.house.gov,97.13,19157.0,RepAndyHarris
,N00031005,95050.0,4,hartzler.house.gov,202-225-0148,Vicky,412444.0,21149.0,H001053,True,Hartzler,,,6.0,2.32,2018,ocd-division/country:us/state:mo/cd:4,2235 Rayburn House Office Building,R,202-225-2876,8,MO,0.0,259.0,RepHartzler,https://hartzler.house.gov,97.63,8783.0,repvickyhartzler
,N00031559,95198.0,3,herrerabeutler.house.gov,202-225-3478,Jaime,412486.0,21187.0,H001056,True,Herrera Beutler,,,0.0,0.0,2018,ocd-division/country:us/state:wa/cd:3,1107 Longworth House Office Building,R,202-225-3536,8,WA,0.0,259.0,HerreraBeutler,http://herrerabeutler.house.gov,93.82,101907.0,RepHerreraBeutler
